0.0000  ,0.0000  ,-0.0000 ,0.0000  ,-0.0000 ,-0.0000 ,
0.0001  ,0.0000  ,-0.0000 ,0.0000  ,-0.0000 ,-0.0000 ,
0.0002  ,0.0001  ,-0.0000 ,0.0000  ,-0.0001 ,-0.0001 ,
0.0004  ,0.0002  ,-0.0000 ,0.0000  ,-0.0001 ,-0.0002 ,
0.0008  ,0.0004  ,-0.0000 ,0.0000  ,-0.0003 ,-0.0003 ,
0.0014  ,0.0007  ,-0.0000 ,0.0000  ,-0.0005 ,-0.0006 ,
0.0022  ,0.0012  ,-0.0001 ,0.0000  ,-0.0007 ,-0.0009 ,
0.0033  ,0.0017  ,-0.0001 ,0.0000  ,-0.0011 ,-0.0013 ,
0.0046  ,0.0025  ,-0.0001 ,0.0000  ,-0.0016 ,-0.0019 ,
0.0064  ,0.0034  ,-0.0002 ,0.0000  ,-0.0022 ,-0.0026 ,
0.0085  ,0.0045  ,-0.0003 ,0.0000  ,-0.0029 ,-0.0035 ,
0.0110  ,0.0058  ,-0.0003 ,0.0000  ,-0.0037 ,-0.0046 ,
0.0140  ,0.0074  ,-0.0004 ,0.0000  ,-0.0048 ,-0.0058 ,
0.0175  ,0.0093  ,-0.0005 ,0.0000  ,-0.0060 ,-0.0072 ,
0.0215  ,0.0114  ,-0.0007 ,0.0000  ,-0.0073 ,-0.0089 ,
0.0261  ,0.0138  ,-0.0008 ,0.0000  ,-0.0089 ,-0.0108 ,
0.0313  ,0.0166  ,-0.0010 ,0.0000  ,-0.0107 ,-0.0129 ,
0.0372  ,0.0197  ,-0.0011 ,0.0000  ,-0.0126 ,-0.0154 ,
0.0437  ,0.0232  ,-0.0013 ,0.0000  ,-0.0149 ,-0.0181 ,
0.0510  ,0.0270  ,-0.0016 ,0.0000  ,-0.0173 ,-0.0211 ,
0.0590  ,0.0313  ,-0.0018 ,0.0000  ,-0.0201 ,-0.0244 ,
0.0679  ,0.0360  ,-0.0021 ,0.0000  ,-0.0231 ,-0.0280 ,
0.0775  ,0.0411  ,-0.0024 ,0.0000  ,-0.0264 ,-0.0320 ,
0.0881  ,0.0467  ,-0.0027 ,0.0000  ,-0.0300 ,-0.0364 ,
0.0996  ,0.0527  ,-0.0031 ,0.0000  ,-0.0339 ,-0.0411 ,
0.1120  ,0.0593  ,-0.0034 ,0.0000  ,-0.0381 ,-0.0463 ,
0.1254  ,0.0664  ,-0.0039 ,0.0000  ,-0.0427 ,-0.0518 ,
0.1398  ,0.0741  ,-0.0043 ,0.0000  ,-0.0476 ,-0.0578 ,
0.1553  ,0.0823  ,-0.0048 ,0.0000  ,-0.0528 ,-0.0642 ,
0.1719  ,0.0911  ,-0.0053 ,0.0000  ,-0.0585 ,-0.0710 ,
0.1897  ,0.1005  ,-0.0058 ,0.0000  ,-0.0645 ,-0.0784 ,
0.2086  ,0.1105  ,-0.0064 ,0.0000  ,-0.0710 ,-0.0862 ,
0.2288  ,0.1212  ,-0.0070 ,0.0000  ,-0.0778 ,-0.0945 ,
0.2502  ,0.1325  ,-0.0077 ,0.0000  ,-0.0851 ,-0.1034 ,
0.2729  ,0.1446  ,-0.0084 ,0.0000  ,-0.0928 ,-0.1127 ,
0.2969  ,0.1573  ,-0.0091 ,0.0000  ,-0.1010 ,-0.1227 ,
0.3223  ,0.1707  ,-0.0099 ,0.0000  ,-0.1096 ,-0.1331 ,
0.3491  ,0.1849  ,-0.0107 ,0.0000  ,-0.1188 ,-0.1442 ,
0.3773  ,0.1999  ,-0.0116 ,0.0000  ,-0.1284 ,-0.1559 ,
0.4070  ,0.2156  ,-0.0125 ,0.0000  ,-0.1385 ,-0.1681 ,
0.4382  ,0.2322  ,-0.0135 ,0.0000  ,-0.1491 ,-0.1810 ,
0.4710  ,0.2495  ,-0.0145 ,0.0000  ,-0.1602 ,-0.1946 ,
0.5054  ,0.2677  ,-0.0156 ,0.0000  ,-0.1719 ,-0.2088 ,
0.5413  ,0.2868  ,-0.0167 ,0.0000  ,-0.1842 ,-0.2237 ,
0.5790  ,0.3068  ,-0.0178 ,0.0000  ,-0.1970 ,-0.2392 ,
0.6184  ,0.3276  ,-0.0190 ,0.0000  ,-0.2104 ,-0.2555 ,
0.6594  ,0.3494  ,-0.0203 ,0.0000  ,-0.2243 ,-0.2724 ,
0.7023  ,0.3721  ,-0.0216 ,0.0000  ,-0.2389 ,-0.2902 ,
0.7470  ,0.3958  ,-0.0230 ,0.0000  ,-0.2541 ,-0.3086 ,
0.7935  ,0.4204  ,-0.0244 ,0.0000  ,-0.2700 ,-0.3278 ,
0.8419  ,0.4460  ,-0.0259 ,0.0000  ,-0.2864 ,-0.3478 ,
0.8922  ,0.4727  ,-0.0275 ,0.0000  ,-0.3035 ,-0.3686 ,
0.9445  ,0.5004  ,-0.0291 ,0.0000  ,-0.3213 ,-0.3902 ,
0.9988  ,0.5291  ,-0.0308 ,0.0000  ,-0.3398 ,-0.4126 ,
1.0551  ,0.5590  ,-0.0325 ,0.0000  ,-0.3589 ,-0.4359 ,
1.1134  ,0.5899  ,-0.0343 ,0.0000  ,-0.3788 ,-0.4600 ,
1.1739  ,0.6219  ,-0.0361 ,0.0000  ,-0.3994 ,-0.4850 ,
1.2365  ,0.6551  ,-0.0381 ,0.0000  ,-0.4207 ,-0.5108 ,
1.3012  ,0.6894  ,-0.0401 ,0.0000  ,-0.4427 ,-0.5376 ,
1.3682  ,0.7249  ,-0.0421 ,0.0000  ,-0.4655 ,-0.5653 ,
