Pos_1,Pos_2,Pos_3,Pos_4,Pos_5,Pos_6
0,66.7463,54.7244,-0,-7.7746,0
0,67.4084,55.2197,-0,-7.8499,0
0,68.0745,55.7171,-0,-7.9256,0
0,68.7445,56.2166,-0,-8.0017,0
0,69.4184,56.7181,-0,-8.0783,0
0,70.0962,57.2217,-0,-8.1552,0
0,70.778,57.7273,-0,-8.2326,0
0,71.4637,58.235,-0,-8.3103,0
0,72.1534,58.7446,-0,-8.3885,0
0,72.847,59.2563,-0,-8.4671,0
0,73.5446,59.77,-0,-8.5461,0
0,74.2461,60.2857,-0,-8.6256,0
0,74.9515,60.8033,-0,-8.7054,0
0,75.661,61.3229,-0,-8.7857,0
0,76.3743,61.8444,-0,-8.8663,0
0,77.0917,62.3679,-0,-8.9474,0
0,77.813,62.8934,-0,-9.0289,0
0,78.5383,63.4207,-0,-9.1108,0
0,79.2675,63.9499,-0,-9.1931,0
0,80.0007,64.4811,-0,-9.2758,0
0,80.7379,65.0141,-0,-9.359,0
0,81.4791,65.549,-0,-9.4425,0
0,82.2243,66.0858,-0,-9.5265,0
0,82.9734,66.6244,-0,-9.6109,0
0,83.7265,67.1648,-0,-9.6956,0
0,84.4836,67.7071,-0,-9.7808,0
0,85.2447,68.2512,-0,-9.8664,0
0,86.0097,68.797,-0,-9.9525,0
0,86.7788,69.3447,-0,-10.0389,0
0,87.5518,69.8941,-0,-10.1257,0
0,88.3288,70.4453,-0,-10.213,0
0,89.1098,70.9982,-0,-10.3006,0
0,89.8948,71.5529,-0,-10.3887,0
0,90.6838,72.1093,-0,-10.4771,0
0,91.4768,72.6674,-0,-10.566,0
0,92.2737,73.2272,-0,-10.6553,0
0,93.0747,73.7887,-0,-10.745,0
0,93.8796,74.3518,-0,-10.8351,0
0,94.6886,74.9166,-0,-10.9256,0
0,95.5015,75.483,-0,-11.0165,0
0,96.3184,76.0511,-0,-11.1078,0
0,97.1393,76.6208,-0,-11.1995,0
0,97.9642,77.1921,-0,-11.2916,0
0,98.7931,77.7649,-0,-11.3842,0
0,99.6259,78.3393,-0,-11.4771,0
0,100.4628,78.9153,-0,-11.5704,0
0,101.3036,79.4929,-0,-11.6642,0
0,102.1484,80.0719,-0,-11.7583,0
0,102.9972,80.6525,-0,-11.8528,0
0,103.85,81.2346,-0,-11.9478,0
0,104.7067,81.8181,-0,-12.0431,0
0,105.5674,82.4031,-0,-12.1388,0
0,106.4321,82.9896,-0,-12.2349,0
0,107.3008,83.5776,-0,-12.3315,0
0,108.1734,84.1669,-0,-12.4284,0
0,109.05,84.7577,-0,-12.5257,0
0,109.9305,85.3498,-0,-12.6234,0
0,110.8151,85.9434,-0,-12.7215,0
0,111.7035,86.5383,-0,-12.82,0
0,112.5959,87.1345,-0,-12.9189,0
0,113.4923,87.7321,-0,-13.0182,0
0,114.3926,88.331,-0,-13.1179,0
0,115.2969,88.9312,-0,-13.218,0
0,116.2051,89.5327,-0,-13.3184,0
0,117.1173,90.1355,-0,-13.4193,0
0,118.0333,90.7395,-0,-13.5205,0
0,118.9533,91.3448,-0,-13.6222,0
0,119.8773,91.9513,-0,-13.7242,0
0,120.8051,92.559,-0,-13.8266,0
0,121.7369,93.168,-0,-13.9294,0
0,122.6726,93.7781,-0,-14.0325,0
0,123.6121,94.3893,-0,-14.1361,0
0,124.5556,95.0017,-0,-14.24,0
0,125.503,95.6152,-0,-14.3444,0
0,126.4542,96.2299,-0,-14.4491,0
0,127.4094,96.8457,-0,-14.5541,0
0,128.3684,97.4625,-0,-14.6596,0
0,129.3313,98.0804,-0,-14.7655,0
0,130.2981,98.6993,-0,-14.8717,0
0,131.2687,99.3193,-0,-14.9783,0
0,132.2432,99.9403,-0,-15.0852,0
0,133.2216,100.5623,-0,-15.1926,0
0,134.2037,101.1853,-0,-15.3003,0
0,135.1897,101.8093,-0,-15.4084,0
0,136.1796,102.4342,-0,-15.5168,0
0,137.1733,103.0601,-0,-15.6257,0
0,138.1707,103.6868,-0,-15.7349,0
0,139.172,104.3145,-0,-15.8444,0
0,140.1771,104.9431,-0,-15.9544,0
0,141.186,105.5725,-0,-16.0647,0
0,142.1987,106.2028,-0,-16.1753,0
0,143.2151,106.8339,-0,-16.2864,0
0,144.2353,107.4659,-0,-16.3978,0
0,145.2593,108.0986,-0,-16.5095,0
0,146.287,108.7321,-0,-16.6216,0
0,147.3185,109.3664,-0,-16.7341,0
0,148.3537,110.0015,-0,-16.8469,0
0,149.3926,110.6373,-0,-16.9601,0
0,150.4353,111.2738,-0,-17.0737,0
0,151.4817,111.911,-0,-17.1876,0
0,152.5317,112.5489,-0,-17.3018,0
0,153.5855,113.1874,-0,-17.4164,0
0,154.6429,113.8266,-0,-17.5314,0
0,155.704,114.4665,-0,-17.6467,0
0,156.7688,115.1069,-0,-17.7623,0
0,157.8372,115.748,-0,-17.8783,0
0,158.9092,116.3896,-0,-17.9946,0
0,159.9849,117.0318,-0,-18.1113,0
0,161.0642,117.6746,-0,-18.2284,0
0,162.1471,118.3178,-0,-18.3457,0
0,163.2336,118.9616,-0,-18.4634,0
0,164.3237,119.6059,-0,-18.5815,0
0,165.4173,120.2507,-0,-18.6998,0
0,166.5146,120.896,-0,-18.8186,0
0,167.6153,121.5416,-0,-18.9376,0
0,168.7196,122.1877,-0,-19.057,0
0,169.8275,122.8343,-0,-19.1767,0
0,170.9388,123.4812,-0,-19.2968,0
0,172.0537,124.1285,-0,-19.4171,0
0,173.172,124.7761,-0,-19.5378,0
0,174.2939,125.4241,-0,-19.6589,0
0,175.4192,126.0724,-0,-19.7802,0
0,176.5479,126.7211,-0,-19.9019,0
0,177.6801,127.37,-0,-20.0239,0
0,178.8157,128.0192,-0,-20.1462,0
0,179.9547,128.6687,-0,-20.2688,0
0,181.0971,129.3183,-0,-20.3917,0
0,182.243,129.9683,-0,-20.515,0
0,183.3921,130.6184,-0,-20.6386,0
0,184.5447,131.2687,-0,-20.7625,0
0,185.7005,131.9192,-0,-20.8866,0
0,186.8597,132.5698,-0,-21.0111,0
0,188.0223,133.2206,-0,-21.136,0
0,189.1881,133.8715,-0,-21.2611,0
0,190.3572,134.5225,-0,-21.3865,0
0,191.5295,135.1736,-0,-21.5122,0
0,192.7052,135.8248,-0,-21.6382,0
0,193.884,136.476,-0,-21.7645,0
0,195.0661,137.1272,-0,-21.8911,0
0,196.2514,137.7785,-0,-22.018,0
0,197.4399,138.4298,-0,-22.1452,0
0,198.6315,139.081,-0,-22.2727,0
0,199.8264,139.7323,-0,-22.4005,0
0,201.0243,140.3835,-0,-22.5285,0
0,202.2254,141.0346,-0,-22.6569,0
0,203.4296,141.6856,-0,-22.7855,0
0,204.6369,142.3366,-0,-22.9144,0
0,205.8472,142.9874,-0,-23.0436,0
0,207.0606,143.6381,-0,-23.1731,0
0,208.2771,144.2886,-0,-23.3029,0
0,209.4965,144.939,-0,-23.4329,0
0,210.719,145.5892,-0,-23.5632,0
0,211.9445,146.2392,-0,-23.6937,0
0,213.1729,146.889,-0,-23.8246,0
0,214.4043,147.5386,-0,-23.9557,0
0,215.6386,148.1879,-0,-24.087,0
0,216.8758,148.837,-0,-24.2187,0
0,218.116,149.4858,-0,-24.3506,0
0,219.3589,150.1343,-0,-24.4827,0
0,220.6048,150.7825,-0,-24.6151,0
0,221.8535,151.4303,-0,-24.7478,0
0,223.105,152.0778,-0,-24.8807,0
0,224.3593,152.725,-0,-25.0138,0
0,225.6164,153.3718,-0,-25.1473,0
0,226.8762,154.0181,-0,-25.2809,0
0,228.1388,154.6641,-0,-25.4148,0
0,229.4041,155.3097,-0,-25.549,0
0,230.6721,155.9548,-0,-25.6834,0
0,231.9427,156.5995,-0,-25.818,0
0,233.2161,157.2437,-0,-25.9529,0
0,234.492,157.8874,-0,-26.088,0
0,235.7706,158.5306,-0,-26.2233,0
0,237.0518,159.1733,-0,-26.3589,0
0,238.3355,159.8155,-0,-26.4946,0
0,239.6218,160.4571,-0,-26.6307,0
0,240.9106,161.0982,-0,-26.7669,0
0,242.2019,161.7387,-0,-26.9034,0
0,243.4958,162.3786,-0,-27.04,0
0,244.792,163.0179,-0,-27.1769,0
0,246.0907,163.6566,-0,-27.3141,0
0,247.3919,164.2946,-0,-27.4514,0
0,248.6954,164.932,-0,-27.5889,0
0,250.0013,165.5687,-0,-27.7267,0
0,251.3096,166.2047,-0,-27.8646,0
0,252.6201,166.8401,-0,-28.0028,0
0,253.933,167.4747,-0,-28.1411,0
0,255.2482,168.1086,-0,-28.2797,0
0,256.5656,168.7418,-0,-28.4184,0
0,257.8853,169.3742,-0,-28.5574,0
0,259.2071,170.0058,-0,-28.6965,0
0,260.5312,170.6367,-0,-28.8359,0
0,261.8574,171.2667,-0,-28.9754,0
0,263.1858,171.896,-0,-29.1151,0
0,264.5162,172.5244,-0,-29.255,0
0,265.8488,173.152,-0,-29.395,0
0,267.1834,173.7788,-0,-29.5353,0
0,268.5201,174.4046,-0,-29.6757,0
0,269.8587,175.0296,-0,-29.8163,0
0,271.1994,175.6537,-0,-29.9571,0
0,272.542,176.2769,-0,-30.098,0
0,273.8866,176.8992,-0,-30.2391,0
0,275.2331,177.5205,-0,-30.3804,0
0,276.5814,178.1409,-0,-30.5218,0
0,277.9317,178.7603,-0,-30.6634,0
0,279.2838,179.3787,-0,-30.8051,0
0,280.6376,179.9962,-0,-30.947,0
0,281.9933,180.6127,-0,-31.0891,0
0,283.3507,181.2281,-0,-31.2313,0
0,284.7099,181.8425,-0,-31.3736,0
0,286.0707,182.4559,-0,-31.5161,0
0,287.4333,183.0682,-0,-31.6587,0
0,288.7975,183.6795,-0,-31.8015,0
0,290.1633,184.2897,-0,-31.9444,0
0,291.5307,184.8988,-0,-32.0874,0
0,292.8997,185.5068,-0,-32.2306,0
0,294.2702,186.1137,-0,-32.3739,0
0,295.6423,186.7194,-0,-32.5173,0
0,297.0158,187.324,-0,-32.6609,0
0,298.3909,187.9275,-0,-32.8045,0
0,299.7674,188.5299,-0,-32.9483,0
0,301.1454,189.1311,-0,-33.0922,0
0,302.5249,189.7311,-0,-33.2363,0
0,303.9059,190.3301,-0,-33.3804,0
0,305.2884,190.9278,-0,-33.5247,0
0,306.6723,191.5245,-0,-33.6691,0
0,308.0578,192.12,-0,-33.8137,0
0,309.4447,192.7144,-0,-33.9584,0
0,310.8331,193.3076,-0,-34.1031,0
0,312.223,193.8997,-0,-34.2481,0
0,313.6144,194.4907,-0,-34.3931,0
0,315.0073,195.0805,-0,-34.5383,0
0,316.4016,195.6691,-0,-34.6836,0
0,317.7975,196.2567,-0,-34.829,0
0,319.1948,196.8431,-0,-34.9745,0
0,320.5936,197.4283,-0,-35.1202,0
0,321.9939,198.0124,-0,-35.266,0
0,323.3956,198.5954,-0,-35.412,0
0,324.7989,199.1773,-0,-35.558,0
0,326.2036,199.758,-0,-35.7042,0
0,327.6098,200.3375,-0,-35.8505,0
0,329.0175,200.9159,-0,-35.997,0
0,330.4266,201.4932,-0,-36.1436,0
0,331.8373,202.0693,-0,-36.2903,0
0,333.2494,202.6443,-0,-36.4371,0
0,334.663,203.2182,-0,-36.5841,0
0,336.078,203.7909,-0,-36.7312,0
0,337.4946,204.3625,-0,-36.8784,0
0,338.9126,204.9329,-0,-37.0257,0
0,340.3321,205.5022,-0,-37.1732,0
0,341.7531,206.0703,-0,-37.3208,0
0,343.1755,206.6373,-0,-37.4686,0
0,344.5994,207.2032,-0,-37.6165,0
0,346.0248,207.7679,-0,-37.7645,0
0,347.4517,208.3315,-0,-37.9126,0
0,348.8801,208.8939,-0,-38.0609,0
0,350.3099,209.4552,-0,-38.2093,0
0,351.7412,210.0154,-0,-38.3579,0
0,353.1739,210.5744,-0,-38.5065,0
0,354.6081,211.1323,-0,-38.6553,0
0,356.0438,211.689,-0,-38.8043,0
0,357.481,212.2446,-0,-38.9534,0
0,358.9196,212.799,-0,-39.1026,0
0,360.3598,213.3523,-0,-39.2519,0
0,361.8013,213.9045,-0,-39.4014,0
0,363.2444,214.4555,-0,-39.551,0
0,364.6889,215.0054,-0,-39.7008,0
0,366.1349,215.5541,-0,-39.8506,0
0,367.5823,216.1017,-0,-40.0007,0
0,369.0312,216.6481,-0,-40.1508,0
0,370.4816,217.1934,-0,-40.3011,0
0,371.9334,217.7376,-0,-40.4515,0
0,373.3868,218.2806,-0,-40.6021,0
0,374.8415,218.8225,-0,-40.7528,0
0,376.2978,219.3632,-0,-40.9036,0
0,377.7555,219.9028,-0,-41.0546,0
0,379.2146,220.4412,-0,-41.2057,0
0,380.6752,220.9785,-0,-41.357,0
0,382.1373,221.5146,-0,-41.5084,0
0,383.6009,222.0496,-0,-41.6599,0
0,385.0659,222.5835,-0,-41.8116,0
0,386.5324,223.1162,-0,-41.9634,0
0,388.0003,223.6478,-0,-42.1153,0
0,389.4697,224.1782,-0,-42.2674,0
0,390.9405,224.7075,-0,-42.4196,0
0,392.4128,225.2356,-0,-42.572,0
0,393.8866,225.7626,-0,-42.7245,0
0,395.3618,226.2885,-0,-42.8771,0
0,396.8385,226.8132,-0,-43.0299,0
0,398.3166,227.3367,-0,-43.1829,0
0,399.7962,227.8591,-0,-43.3359,0
0,401.2773,228.3804,-0,-43.4891,0
0,402.7598,228.9005,-0,-43.6425,0
0,404.2437,229.4195,-0,-43.796,0
0,405.7292,229.9373,-0,-43.9496,0
0,407.216,230.454,-0,-44.1034,0
0,408.7043,230.9695,-0,-44.2573,0
0,410.1941,231.4839,-0,-44.4114,0
0,411.6853,231.9971,-0,-44.5656,0
0,413.178,232.5092,-0,-44.72,0
0,414.6721,233.0202,-0,-44.8745,0
0,416.1677,233.53,-0,-45.0291,0
0,417.6647,234.0386,-0,-45.1839,0
0,419.1632,234.5461,-0,-45.3388,0
0,420.6631,235.0525,-0,-45.4939,0
0,422.1645,235.5577,-0,-45.6491,0
0,423.6673,236.0617,-0,-45.8045,0
0,425.1716,236.5646,-0,-45.96,0
0,426.6773,237.0664,-0,-46.1157,0
0,428.1845,237.567,-0,-46.2715,0
0,429.6931,238.0665,-0,-46.4274,0
0,431.2031,238.5648,-0,-46.5835,0
0,432.7146,239.062,-0,-46.7398,0
0,434.2276,239.558,-0,-46.8962,0
0,435.742,240.0529,-0,-47.0527,0
0,437.2578,240.5466,-0,-47.2094,0
0,438.7751,241.0392,-0,-47.3663,0
0,440.2938,241.5306,-0,-47.5233,0
0,441.814,242.0209,-0,-47.6804,0
0,443.3356,242.51,-0,-47.8377,0
0,444.8586,242.998,-0,-47.9951,0
0,446.3831,243.4849,-0,-48.1527,0
0,447.909,243.9705,-0,-48.3105,0
0,449.4364,244.4551,-0,-48.4684,0
0,450.9652,244.9385,-0,-48.6264,0
0,452.4954,245.4207,-0,-48.7846,0
0,454.0271,245.9018,-0,-48.9429,0
0,455.5602,246.3817,-0,-49.1014,0
0,457.0948,246.8605,-0,-49.2601,0
0,458.6307,247.3381,-0,-49.4189,0
